,text,date
767,"It's almost 2 days, and Leo Messi is yet to make a comment or post about his 8th FIFA The Best Player Award.   😉🇦🇷🐐","Jan 17, 2024 · 2:23 PM UTC"
768,FIFA The best ! 🏆  🇧🇷 @vinijr / 🇧🇪 @thibautcourtois / 🏴󠁧󠁢󠁥󠁮󠁧󠁿 @BellinghamJude   📸 Divulgação/ @realmadrid   ⚠️Siga agora @fecharaspasfut para mais conteúdos de futebol nacional e internacional.  #Futebol #Fecharaspasfutebol #vinijr #courtois #bellingham #realmadrid,"Jan 17, 2024 · 2:23 PM UTC"
769,No way Neymar Jr has denied voting for Messi in FIFA The Best awards but his votes have still been counted.  How ? 😭😭😭,"Jan 16, 2024 · 5:19 PM UTC"
770,"From 19 Dec 22 - 20 Aug 23 Messi 24 Goals,8 Assists  🏅Ligue 1 Winner 🏅Ligue 1 Foreign MVP 🏅Ligue 1 TOTY 🏅Lauerus Sportsman of the Year 🏅UCL Goal of the Season 🏅IFFHS Playmaker Award 🏅 Europe's all time top scorer record 🏅Balon d' Or 2023 🏅2022 FIFA The Best Award","Jan 17, 2024 · 2:21 PM UTC"
771,• Flopped at PSG ❌ • Knocked out of French Cup ❌ • Ghosted against Bayern in UCL ❌ • Lost US Open Cup final ❌ • 1 MLS goal all year ❌ • Hasn't played a match since August ❌  Result: FIFA The Best winner,"Jan 17, 2024 · 2:21 PM UTC"
772,@TrollFootball Why don't you ask Modric and Valverde who Helped him to win FIFA the best?,"Jan 17, 2024 · 2:20 PM UTC"
773,Fifa the best is considered from 19th dec 2022 to aug 2023 Jokes on u mf 🤡,"Jan 17, 2024 · 2:19 PM UTC"
774,Lionel Messi since turning 30:  ⚽️ 256 Goals 🎯 130 Assists 🏆 4 x League titles 🥇 3 x Ballon d’Or 🥇 3 x FIFA The Best 🏅 2 x European Golden Shoe 🏆 1 x FIFA World Cup 🏆 1 x Copa América 🏆 1 x Finalissima ⭐️ 1 x World Cup Golden Ball ⭐️ 1 x Copa América Golden Ball,"Jan 17, 2024 · 2:18 PM UTC"
775,@PicturesFoIder Give him fifa the best award already,"Jan 17, 2024 · 2:18 PM UTC"
776,This gap is not even close 👇👇👇👇👇😁😁😁 #Messi𓃵 #Ronaldo #FIFATheBest,"Jan 17, 2024 · 2:15 PM UTC"
777,vz je vais wake up pour te montrer la realité du vole Flop au PSG  Éliminé de la Coupe de France   Fantôme contre le Bayern en UCL   Défaite en finale de l’US Open Cup   1 but en MLS toute l’année  Na pas joué de match depuis le mois d’août   Résultat : Vainqueur de FIFA The Best,"Jan 17, 2024 · 2:14 PM UTC"
778,Reason why messi was VOTED Fifa the Best 2023: 1) He won FIFA the best in 2023 because he won it in 2022 💀 2) 7-0 friendly hat trick against random @$$ team😭 3) Top corner free kick against part time burger seller 🤡  Well Deserved 🦴,"Jan 17, 2024 · 1:46 PM UTC"
779,@TrollFootball Why don't you ask Modric and Valverde who Helped him to win FIFA the best?,"Jan 17, 2024 · 2:14 PM UTC"
780,Moss nem o Messi concorda com esse fifa the best,"Jan 17, 2024 · 2:13 PM UTC"
781,"🚨 NÃO DEU ESSE ANO!  Gustavo Campanharo, do Internacional oficialmente não foi eleito o melhor jogador do mundo no prêmio FIFA The Best.","Jan 15, 2024 · 9:09 PM UTC"
782,"Name any player outside Europe who has won fifa the best or has even been in the top 3,I will wait","Jan 17, 2024 · 2:11 PM UTC"
783,🚨Neymar just confirmed he did NOT vote for Lionel Messi at the FIFA The Best award!,"Jan 16, 2024 · 2:53 PM UTC"
784,Managing Madrid Podcast: FIFA The Best Awards and Ancelotti Miracle Work with @elfayz_ @KiyanSo  is joined by Faysal from @sds_pod https://www.managingmadrid.com/2024/1/17/24040568/managing-madrid-podcast-fifa-the-best-awards-and-ancelotti-miracle-work-with-elfayz,"Jan 17, 2024 · 4:58 AM UTC"
785,"6.2024 FIFA the best. Lastly, the biggest robbery, Messi only won League 1 and MLS cup scoring 1 league goal in MLS, not playing for 6 months, whereas Haaland won golden boot, treble, broke PL record, while being PL,PFA and UEFA poty but still the voting was rigged and Messi won","Jan 17, 2024 · 2:06 PM UTC"
786,"Lionel Messi secures FIFA Men's Player of the Year for another term, triumphing over Manchester City's Erling Haaland and PSG's Kylian Mbappe. 🏆⚽  #FIFATheBest #FIFABestAwards #FIFA #LionelMessi #bonmati #Spain #Argentina #football","Jan 17, 2024 · 2:04 PM UTC"
787,"Đây là Năm 2048, Messi 60 tuổi đã nhận giải Fifa the Best và Ballon d'Or vì đã vô địch World Cup năm 2022. 😂😂😂 #football #bongda #Messi","Jan 17, 2024 · 2:03 PM UTC"
788,"3.2019 ballon dor & FIFA the best. This time Van dijk, who won, PFA,PL, UEFA poty and UEFA defender of the year while winning UCL, Super cup, PL with Liverpool and nations league runners up with Netherlands got robbed by messi who only won la Liga, super Copa and golden boot.","Jan 17, 2024 · 2:03 PM UTC"
789,He won two trophies last season. And it was voted better coach than Ancelotti in the FIFA the best. I believe in Xavi!,"Jan 17, 2024 · 2:02 PM UTC"
790,Fifa The Best: Messi tem dia normal no Inter Miami e não fala sobre prêmio  https://ge.globo.com/futebol/futebol-internacional/noticia/2024/01/16/fifa-the-best-messi-tem-dia-normal-no-inter-miami-e-nao-fala-sobre-premio.ghtml,"Jan 17, 2024 · 2:01 PM UTC"
791,"Vi um video do meu mano Fred do Desimpedidos sobre a premiação do Fifa The Best.   É consenso de qualquer um que entenda minimamente de futebol que Messi nem deveria constar na lista, provisória muito menos final.   Agora dizer que Messi tirou premios do Cr7 é superficial demais","Jan 17, 2024 · 2:00 PM UTC"
792,Congratulations to Lionel Messi on winning his record 8th FIFA the best award !  The Greatest Of All Time.,"Jan 16, 2024 · 12:06 AM UTC"
793,I am damn sure majority of the people who voted for the FIFA the best are clueless like this guy,"Jan 17, 2024 · 12:52 PM UTC"
794,💥Voici le palmarès du trophée FIFA The Best. Lionel Messi l'a remporté 8 fois🇦🇷🐐♾️,"Jan 16, 2024 · 2:40 PM UTC"
795,Lionel Messi in 2023:  👕 45 games ⚽️ 29 goals 🅰️ 12 assists 🅰️ Most assists Ligue 1 🎯 5 free kick goals 🏆 Ligue 1 🏆 Leagues Cup 🌟 Ballon d’Or 🌟 FIFA The Best 🌟 Laureus Sportsman of the Year 🏅 Most decorated player of all time,"Jan 17, 2024 · 1:52 PM UTC"
796,His Deserved WC was not included rest my friend no one is talking about that or his deserved balon D'or and awards he won including fifa the best last year. This is 2024 messi did not do anything in 2023 please go rest,"Jan 17, 2024 · 1:51 PM UTC"
797,🇦🇷 Lionel Scaloni's vote for the FIFA the Best player:  1. Lionel Messi 🇦🇷  2. Julián Álvarez 🇦🇷  3. Kylian Mbappe 🇫🇷,"Jan 15, 2024 · 9:23 PM UTC"
798,🦊 Ronaldo presenteia Infantino e Sorín com camisas do Cruzeiro na premiação FIFA The Best ➡️ glo.bo/3SjtE4J  📷 Reprodução,"Jan 16, 2024 · 2:08 PM UTC"
799,Some of you your level of understanding basic things about football is very small. #FIFATheBest is an honor to most performed player every year. No one is better than Messi but Messi was not the overall performer over period specified.,"Jan 17, 2024 · 1:47 PM UTC"
800,"FIFA THE BEST, Les incroyables votes des capitaines, que la FIFA vient de dévoiler ! 👇 https://footballnet-10.blogspot.com/2024/01/fifa-best-la-fifa-vient-de-publier-tous.html","Jan 17, 2024 · 1:47 PM UTC"
801,reminder messi achieved Fifa the best for winning this shitty league,"Jan 17, 2024 · 1:44 PM UTC"
802,"They’re lying he never voted Messi, they’re using his name as if he did, Who tf would vote Messi when he already won FIFA THE BEST for 2022 in 2023 February","Jan 17, 2024 · 1:43 PM UTC"
803,Keylor Navas has chosen Kylian Mbappé as his first pick for FIFA The Best. He has shown support for Kylian when it really matters to him. As a Kylian fan I really appreciate it.,"Jan 16, 2024 · 2:46 PM UTC"
804,I’m in your team amigos 😂😂 We’ve been nominated for Habibi the best and that won’t be rigged hence better than FIFA the best. How can I get that out of my head 😭😭😭,"Jan 17, 2024 · 1:41 PM UTC"
805,Chaiii!!! 😂😂😂🤣🤣 Some people are too daft and yet still cannot believe they are 😂😂 Lewandowski that won the FIFA the best of 2021 what has he achieved with Poland??   Telling me to make a research of something that’s common,"Jan 17, 2024 · 1:40 PM UTC"
806,Campeão da LaLiga Campeão da copa del Rey Campeão da Supercopa da Espanha Vice da copa América   Tudo isso no período fifa The Best.,"Jan 17, 2024 · 1:38 PM UTC"
807,"🚨 Official: Fede Valverde's votes for the ""FIFA THE BEST"" award:  1. Leo Messi  2. Kylian Mbappé  3. Erling Haaland","Jan 17, 2024 · 1:38 PM UTC"
808,⭐️🇦🇷 LIONEL MESSI es el jugador que más veces ganó el BALÓN DE ORO (8) y el FIFA THE BEST (3) en la HISTORIA del fútbol.  🐐 INSUPERABLE.,"Jan 15, 2024 · 8:58 PM UTC"
809,"Ignore we football fans, we are just biased and hate Leo Messi, but why legends like Iker Casillas and Lothar Matthaus have openly questioned this FIFA The Best, I mean they could've praised Messi and got appreciation by media like others but they chose facts instead.","Jan 16, 2024 · 2:28 PM UTC"
810,when you realise that the ones who question Messi's wins are only the Ronaldo fans.. and that bribing referee thing also turned out to be false lmao.. France in 2018 had 5 pens as well but it's a problem only when messi gets it i agree with Messi not deserving fifa the best,"Jan 17, 2024 · 1:26 PM UTC"
811,"Au cours de ces 13 derniers mois, Leo Messi 🇦🇷 a raflé tout ce qu’il y avait de mieux :  🏆 Coupe du monde 🏆 Ballon d’Or 🏆 FIFA The Best","Jan 15, 2024 · 9:00 PM UTC"
812,He's literally the current Best in the World. He is the reigning Ballon Dor holder and FIFA The Best whilst adding Laureus Sportsman of the Year to that.  Got the set.,"Jan 17, 2024 · 1:21 PM UTC"
813,Rigged Goat I accept this  Iniesta robbed 2010  Van dijk robbed 2019  Lewandowski robbed 2021    Benzema robbed fifa the best award 2022  Haland robbed 2023 😭😭😭,"Jan 17, 2024 · 1:19 PM UTC"
814,"Modric and Valverde should be banned for life 😂😂😂 Nonetheless, we’ll win Habibi the best and that’s better than Fifa the best  🤣😂🤣😂","Jan 17, 2024 · 1:18 PM UTC"
815,We never argued the fifa the best that was definitely halland but your captain thought otherwise we argued fif pro xi go remove Bellingham don't blame a right winger for a midfielder problems,"Jan 17, 2024 · 1:15 PM UTC"
816,Aitana Bonmati has been named as the FIFA THE BEST PLAYER OF THE YEAR 2023: WOMEN ⚽️  #aitanabonmati #FIFATheBest,"Jan 17, 2024 · 1:15 PM UTC"
817,Lo predijo los Simpson 🤣  #TheBest #FIFATheBest #Messi #Corrupcion,"Jan 17, 2024 · 1:13 PM UTC"
818,But I thought the 'FIFA the Best' would do more harm than good😂,"Jan 16, 2024 · 6:02 PM UTC"
819,Pessi #Rigged #Stolen #FIFATheBest #pessi,"Jan 17, 2024 · 1:13 PM UTC"
820,For all those that is shouting!Crying!!Complaining!!! About Messi winning the FIFA The Best know these and know peace it’s Messi’s sport the rest are just playing it,"Jan 17, 2024 · 1:09 PM UTC"
821,"É simplesmente a afirmação dele é NENHUMA das bolas de ouro ou fifa the best do Messi foram beneficiadas, todos por próprio mérito do Messi. Pelo visto quem é ignorante e não sabe se expressar não sou eu, vamos aprender a fazer colocações, que tipo de interpretação é essa?","Jan 17, 2024 · 1:07 PM UTC"
822,"See how a certain country's legend is lying because He is a Messi fan, Mikel Obi, couldn't provide a single valid argument on why Lionel Messi deserves the FIFA The Best 2023 award.     Also, notice how he ran away in the end when he was caught lying.","Jan 17, 2024 · 1:01 PM UTC"
823,Messi doesn’t post anything after winning fifa the best huh,"Jan 17, 2024 · 1:01 PM UTC"
824,TAYLOR SWIFT VS NEYMAR   champions: ney liberta: ney tem filho: ney mais rico: ney  fandom mais fanático: ney  fifa the best XI: ney  gols em finais: ney  copa do mundo: draw  gerou polêmica no nilton santos: ney  canta mais: taylor  vencedor: adulto ney,"Jan 17, 2024 · 1:01 PM UTC"
825,On dit fifa the best pas uefa the best il y’a une différence si tu creuse bien les méninges ça prend en compte les sélections nationales dont la coupe du monde qui est supérieure à ligue des champions qui se joue chaque année et ça sera tjr comme ça il faut l’accepter,"Jan 17, 2024 · 1:00 PM UTC"
826,The Best FIFA Awards: தெறிக்கவிட்ட மெஸ்ஸி.. 3வது முறையாக உலகின் சிறந்த கால்பந்து வீரர் விருது..! 2023ம் ஆண்டின் சிறந்த கால்பந்து வீரர் என்ற விருதை லியோனல் மெஸ்ஸி வென்றார். #FIFATheBest #Messi https://tamil.latestly.com/sports/football-sports/lionel-messi-crowned-fifa-top-men-player-for-2023-as-aitana-bonmati-shines-in-the-women-category-12751.html,"Jan 17, 2024 · 12:59 PM UTC"
827,Isnt the best is from 19 dec to aug 20? Like fifa the best award,"Jan 17, 2024 · 12:59 PM UTC"
828,Mikel obi was disgraced haha 😂  typical messi fans on messi winning the FIFATHEBEST 😂,"Jan 17, 2024 · 12:58 PM UTC"
829,"You are dull too , Messi have won fifa the best in 2023 after the World Cup , this one he won this year is for what exactly?. Y’all just know the truth but decided to keep lying","Jan 17, 2024 · 12:58 PM UTC"
830,😂 How on earth was Rodri left out of the FIFA Team of the Year?!   #FIFATheBest | #MCFC,"Jan 17, 2024 · 8:33 AM UTC"
831,We would have to tell our kids that this wasn't enough for ballond'or and FIFA the Best,"Jan 16, 2024 · 1:43 AM UTC"
832,"🚨🇸🇦 Roberto Firmino, ne prévoit pas de quitter Al Ahli lors du mercato de janvier malgré les informations récentes.  #ALahli #mercatOM #TransferNews #TheBest #FIFATheBest #actualite #football #UCL #UEFA #euro2024","Jan 17, 2024 · 12:56 PM UTC"
833,He deserves the ballon d’or not FIFA the best only,"Jan 17, 2024 · 12:54 PM UTC"
834,Messi will be the First ever player to present the Ballon D'or and FIFA THE Best in an MLS Stadium 🇺🇲,"Jan 17, 2024 · 12:53 PM UTC"
835,"""if this person can win fifa the best in 2023 then he can also win Super ballon dor with the help of FIFA""","Jan 17, 2024 · 12:49 PM UTC"
836,"Messi didnt deserve those ballondors, even he knows that. FIFA The Best was not deserved, it was for 2023 and we’re congratulating the man with 1 MLS Goal instead of the treble winner. Portugal had 0 trophies before Ronaldo…now they have 2. Messi plays for the stronger nation.🙈","Jan 17, 2024 · 12:44 PM UTC"
837,Trying to defend Messi FIFA the best win would make anyone look stupid fr😂  I feel sorry for Mikel Obi here🤣🤣,"Jan 17, 2024 · 9:15 AM UTC"
838,"""Messi deserves fifa the best 2023 because he won the copa america in 2021 and the world cup in 2020 💩"" people like this get to vote on these awards. Lets just ignore that he thinks the 2 tournaments 1,5 years apart were in the same year.","Jan 17, 2024 · 12:43 PM UTC"
839,Who's this fool?😂Someone just won fifa the best and you are talking about obsession and downfall?😂😂 Does he in anyway look like the cry baby fraud you stan?😂,"Jan 17, 2024 · 12:42 PM UTC"
840,"ME: I had often thought that Mikel Obi was daft,especially when listening to him talk football. But mehn,after listening to him trying to defend why Messi won the FIFA THE BEST AWARD? I realised that I was wrong,cos a Mule is much smarter than that dude!","Jan 17, 2024 · 12:42 PM UTC"
841,"To Celebrate Messi's 8th Fifa the Best Award, I'm creating a ""Messi GC"".  REPLY and FOLLOW to be Added  👇","Jan 16, 2024 · 1:34 PM UTC"
842,"Yeah but you don't win a tournament by voting. FIFA the Best winner Messi has been getting kicked out of the highest level of pro football, the Champions League for 8 straight years. No voting was saving his ass there. That's my point.","Jan 17, 2024 · 12:40 PM UTC"
843,World Cup doesn’t count for fifa the best so is ballandor doesn’t count,"Jan 17, 2024 · 12:39 PM UTC"
844,"They're not even trying to hide it anymore!! Ain't no way pessi wins #FIFATheBest for the year 2023. A pure robber, rigged the world cup, ballon d'ors. GOAT = Greatest of all THIEVES. Period.","Jan 17, 2024 · 12:38 PM UTC"
845,"29 goals - including friendlies 12 assists - including friendlies Ligue 1 - farmers league 5 freekicks - in mls 😭😭 Ballon d'Or - Robbed haaland FIFA The Best - Robbed haaland ""Loris Karius Sportsman of the Year"" 😭😭 Most decorated player - including MLS & friendly cups 😭😭🤣","Jan 17, 2024 · 12:37 PM UTC"
846,Lionel Messi since turning 30 ⚽️ 256 Goals 🎯 130 Assists 🏆 4 x League titles 🥇 3 x Ballon d’Or 🥇 3 x FIFA The Best 2 x European Golden Shoe 🌍 1 x World Cup 🇦🇷 1 x Copa América 🇦🇷 1 x Finalissima  1 x World Cup Golden Ball  1 x Copa América Golden Ball  1 x Finalissima MOTM,"Jan 17, 2024 · 7:05 AM UTC"
847,#TheBest #Messi𓃵 #Haaland #FIFATheBest #GOAT #robbed,"Jan 17, 2024 · 12:36 PM UTC"
848,"Where is Ronaldo’s ballon d’or,fifa the best, World Cup","Jan 17, 2024 · 12:36 PM UTC"
849,"Apart from Lionel Messi, who else should have won the #FIFATheBest Award? Erling Haaland or Rodrigo or someone else or even Cristiano Ronaldo for scoring the most goals in 2023 as #airbnb #AFCON2024 #AFCON #AFCON23 trend?  #Naijaloveinfosports #tuesdayvibe #Naijaloveinfo #GOAT","Jan 16, 2024 · 7:16 PM UTC"
850,"""Ratings"" will never decide who gets the FIFA The Best Award. Simple as that.  So you have nothing else to say.  You couldn't give me a single SOLID reason why Messi deserved the award.","Jan 17, 2024 · 12:34 PM UTC"
851,"If them tell Me say person go stupiid pass Carra and Gary I for say nah lie, Mikel just used Messi winning COPA in 2021 to rationalize him winning FIFA the best in 2024 😂😂😂😂","Jan 17, 2024 · 11:40 AM UTC"
852,Ballon d’Or: 8 FIFA The Best: 8 Morocco: 1 Portugal: 0,"Jan 16, 2024 · 10:13 AM UTC"
853,how the f does messi win 2022 fifa the best for worldcup and 2023 for world cup also?? make it make sense. fifa just shown once again their rewards dont mean anything nowadays,"Jan 17, 2024 · 12:23 PM UTC"
854,"Lionel Messi : Chasing dreams, collecting trophies. 🏆⚽  #Messi #FIFATheBest #BallonDor","Jan 17, 2024 · 12:22 PM UTC"
855,"Andrey Arshavin 🇷🇺 (former captain of Russian national team) said: ""Once those from the federation came to me and asked me to name 3 players for the Gala FIFA the Best, and I named the 3 first that came into my mind""","Jan 17, 2024 · 12:20 PM UTC"
856,"Lionel Messi Robbery List:  Ballon D’or: 2010, 2019, 2021, 2023✅  Fifa The Best: 2019, 2021, 2023✅  World Cup Golden Ball: 2014, 2022✅  Copa America Golden Ball: 2015✅  Just unbelievable for player of his status.","Jan 15, 2024 · 9:36 PM UTC"
857,Enough to give him FIFA The Best apparently.,"Jan 17, 2024 · 12:18 PM UTC"
858,Since 2012 fifa the best is not the same.,"Jan 17, 2024 · 12:18 PM UTC"
859,"The WC was played in 2022 and Messi won FIFA the Best 2022 as a result. What is he being awarded for in 2023. Do you win POTY for 2 years consecutively for winning a 7-game tournament? If winning the world cup was so game, Mbappe won it at 19 as the best player for Le Blues 😂","Jan 17, 2024 · 12:17 PM UTC"
860,جائزة FIFA THE BEST لأحسن حارس محمد صلاح و رياض محرز و ممثل الصحافة الجزائرية و ممثل الصحافة المصرية  و مدرب منتخب مصر ، لم يصوتوا لصالح الحارس العالمي ، المغربي ياسين بونو 🇲🇦. 🔴كل الاحترام و التقدير لمدرب المنتخب الجزائري جمال بلماضي,"Jan 17, 2024 · 12:16 PM UTC"
861,• Flop au PSG ❌ • Éliminé de la Coupe de France ❌ • Invisible contre le Bayern en LdC ❌ • Défaite en finale de la US Open Cup ❌ • 1 seul but en MLS toute l'année ❌ • Aucun match joué depuis août ❌  Résultat : Vainqueur du FIFA The Best 🤣🤣,"Jan 16, 2024 · 10:23 AM UTC"
862,"Um textinho sobre por que Ederson, apesar do respeitável prêmio Fifa The Best, não é o melhor goleiro do mundo - mas é o goleiro perfeito para o melhor time do mundo. E não, não é só por causa do jogo com os pés...  https://placar.com.br/coluna/entrando-no-jogo/ederson-nao-e-o-melhor-goleiro-do-mundo-mas-e-perfeito-para-o-city/","Jan 16, 2024 · 7:10 PM UTC"
863,Fans trying to justify why Lionel Messi deserves the FIFA The Best 2023 award is like watching people argue that pineapple belongs on pizza.  ------------- #messi #Messi𓃵 #inflation 4% in December #snow #MuseumSelfieDay Rolex #PoliticsLive Jordan Henderson,"Jan 17, 2024 · 12:14 PM UTC"
864,You guys aren’t even that mad over Messi robbing Haaland in FIFA the best awards,"Jan 17, 2024 · 12:12 PM UTC"
865,Depuis 2021 c’est Copa America coupe du monde 2 ballon d’or 2 fifa the best et plus de titre que Ronaldo durant la même période 🤣🤣 drôle de déclin chef,"Jan 17, 2024 · 12:11 PM UTC"
866,Only Messi can attend a Ballondor Ceremony with Tees & Shorts and disappear in the most prestigious FIFA THE BEST AWARD 😭😭😭😭,"Jan 16, 2024 · 4:32 AM UTC"
867,Ironic 💀  Keep coping dog your opinion doesnt matter  Warra 8th fifa the best for pendudog. Wharra 8th ballon dor for pendudog. Warra world cup for pendudog. Warra playmaker award for pendudog  Messi and his fans wipes their ass with pendu and his peasants like you 😭🫵,"Jan 17, 2024 · 12:10 PM UTC"
868,"You cannot find a better reaction to the embarrassing pathetic PR Award ceremony named ""Fifa Best awards""  #FIFATheBest #robbery","Jan 16, 2024 · 1:25 AM UTC"
869,"Jeszcze kurwa fifa the best dostał , ZA CO?","Jan 17, 2024 · 12:08 PM UTC"
870,if this was Messi he would have won Fifa the best that year over treble winner Lewandowski🫢,"Jan 17, 2024 · 12:07 PM UTC"
871,🔎Poll of the day!  Who could have won #FIFATheBest if not for Messi?🧐  🔗https://cutt.ly/VwKnpIaX | #1win | #PollOfTheDay | #WTC25 | #GamblingTwitter | #bettingtwitter | #sports,"Jan 17, 2024 · 12:05 PM UTC"
872,Did this dude seriously put messi’s last year’s fifa the best award as a list of achievements as to why he should win it this year 💀💀💀💀,"Jan 17, 2024 · 12:02 PM UTC"
873,But according to Messi fans he won fifa the best players voted for this  Pov player football knowledge,"Jan 17, 2024 · 12:01 PM UTC"
874,If you’re a big fan of Luke Bryan like and follow this page now ❤️ #lukebryan #music #Ad #Messi FIFA The Best #HereWeGo #MLKDay Dr. King,"Jan 15, 2024 · 9:38 PM UTC"
875,Klopp won fifa the best over a man that won the treble   You will enjoy your 2nd position by force 🫵🏾,"Jan 17, 2024 · 12:00 PM UTC"
876,Je t’invite à aller voir Haaland en 2023. Ensuite en 2019 et 2021 c’est que des stats mais bon quand c’est Messi les stats c’est ultra important mais par contre quand il a pris le FIFA the best 2023 en ayant marqué 1 buts en MLS bizarrement c’est pas les stats qui compt.,"Jan 17, 2024 · 12:00 PM UTC"
877,"Via colunista @andrebloc | Fifa The Best: a completa sandice que é premiar a temporada de Messi  ""A gente investiu no autoengano de que, pasmem, existe justiça em o troféu de craque do futebol.""  Leia mais em: https://bit.ly/3vycK9s  Foto: POUJOULAT / AFP","Jan 17, 2024 · 12:00 PM UTC"
878,LIONEL MESSI IS THE FIFA THE BEST 2023 GUYS ❤️❤️  8 BALLONDOR 8 FIFA THE BEST 🔥🔥,"Jan 15, 2024 · 8:57 PM UTC"
879,"Ronaldo fans wanted Haaland to win FIFA The Best instead of Messi but they didn't go all out to vote for him in the ""fan voting"" category.","Jan 17, 2024 · 10:33 AM UTC"
880,"7 FIFA the best !   É meu ídolo mas não tem como contar essa premiação não, algumas são discutível mas essa não !","Jan 17, 2024 · 11:56 AM UTC"
881,Bro you’re an olodo You simply do not understand football. I went through your convo just to see the whole rubbish you were ranting. What has Copa America that was played in 2021 and World Cup played in 2022 got to do with FIFA the best 2023? You’re just being emotional,"Jan 17, 2024 · 11:55 AM UTC"
882,"🗣️ John Obi Mikel, sobre el premio FIFA The Best: ""Sí, Messi hizo más que Haaland en este período. La única objeción era que no había ganado el Mundial con Argentina.   Haaland es un gran jugador, juega en el Manchester City. No ha jugado en 9 o 10 partidos. ¿Qué pasó? Han perdido 1. Crean ocasiones, marcan goles, saben cómo ganar partidos sin Haaland"".  ⚠️ Cabe destacar que el periodo que se contabilizó para el premio fue del 19/12/2022 (un día después de la final del Mundial) al 20/08/2023.  📺 Sky Sports.","Jan 17, 2024 · 2:30 AM UTC"
883,8 Rigged Ballon d'or 8 undeserved FIFA The Best,"Jan 17, 2024 · 11:53 AM UTC"
884,"Lmaoooo Messi won the world Cup, they made one for Roony too😂😂 Messi’s won his 8th fifa the best award and they just bout to whip one china made for Ronaldo as well😂","Jan 17, 2024 · 11:51 AM UTC"
885,All the captains that voted for Lionel Messi at the FIFA 'The Best' awards!  Any surprises?  #TheBest #FIFA #Messi #365Scores,"Jan 17, 2024 · 11:49 AM UTC"
886,"Así quedó la tabla de ganadores de FIFA The Best, tras la premiación de Lionel Messi https://es-us.noticias.yahoo.com/tabla-ganadores-fifa-the-best-211224446.html?soc_src=social-sh&soc_trk=tw&tsrc=twtr a través de @Yahoo","Jan 17, 2024 · 11:47 AM UTC"
887,Lionel Messi was controversially crowned as FIFA’s best men’s player for 2023 on Monday.  #bonmati #Messi𓃵 #FIFATheBest #FIFABEST #FifaTheBestAwards2023   Read More: https://www.arabellastarmagazine.com/messi-bonmati-scoop-awards-for-fifas-best-in-2023/,"Jan 16, 2024 · 12:25 PM UTC"
888,If you want to see a fool in HD  Watch someone defend Messi’s win in FIFA the best,"Jan 17, 2024 · 8:18 AM UTC"
889,🐐 El mejor de todos los tiempos: Leo Messi se lleva el FIFA The Best 2023  https://www.mundodeportivo.com/futbol/internacional/20240115/1002170715/erling-haaland-lleva-fifa-the-best-2023.html,"Jan 15, 2024 · 8:58 PM UTC"
890,🛑C’est FAIT pour Sheraldo Becker ! L’international surinamien va quitter l’Union Berlin et rejoindre la Real Sociedad ! 🇸🇷  #Union #Bundesliga #realsociedad #transferNews #Mercato #euro2024 #TheBest #FIFATheBest #UCL #football #actualite #UEFA,"Jan 17, 2024 · 11:43 AM UTC"
891,"Zidane at 25:  • 0 Champions League. • 0 Ballon d’Or. • 0 Golden Boot. • 0 FIFA The best. • 0 match reference in LDC.  he has to join Madrid to win trophies. he won his first champions league at 30 yo. and they put him in Goat debates or Top5, Top7 ALL TIME GREAT.","Jan 17, 2024 · 11:42 AM UTC"
892,So fifa the best awards doesn’t include country achievement?,"Jan 17, 2024 · 11:42 AM UTC"
893,won't be surprised if Messi wins the 2030 Fifa the best award & balon dor for his 2022 world cup campaign.,"Jan 15, 2024 · 8:56 PM UTC"
894,Neymar the so called one of messi's best friend publicly refuced that he casted votes for fifa the best. This is beyond disgrace when one of most famous footballer and superstar of mighty Brazil speaking against the fifa federation. #rigged,"Jan 17, 2024 · 11:41 AM UTC"
895,🚨JUST IN: 2066 Fifa the Best has been announced!!,"Jan 16, 2024 · 6:01 AM UTC"
896,"For that you give hall of fame award not fifa the best , btw the same thing they said in 2022 as well but , their last time never comes","Jan 17, 2024 · 11:38 AM UTC"
897,But 1 MLS league goal wins FIFA The Best??,"Jan 17, 2024 · 11:36 AM UTC"
898,Jordan Henderson to Afc Ajax 🎊⚽️  #jordanhenderson #henderson #alettifaq #ettifaq #saudiarabia #saudi #ajax #afcajax #cristiano #messi #leomessi #messi #Ronaldo #CR7 #fifathebest #thebest #amsterdam,"Jan 17, 2024 · 11:32 AM UTC"
899,"People who voted for Messi ahead of Erling Haaland in both ballon d'or and FIFA best are not serious in their entire life,to be honest🤦‍♂️🤦‍♂️  #BallonDor #FIFATheBest #Haaland #football #AwardSeason","Jan 17, 2024 · 11:32 AM UTC"
900,• Flopped at PSG ❌ • Knocked out of French Cup ❌ • Ghosted against Bayern in UCL ❌ • Lost US Open Cup final ❌ • 1 MLS goal all year ❌ • Hasn't played a match since August ❌  Result: FIFA The Best winner  Ubutumwa kubafana babarayon aribo @imfuraluc01 @TityKayishema,"Jan 17, 2024 · 11:24 AM UTC"
901,"Cry more. Remind you, man city have ever won all titles in EPL in a single season (FORMIDABLE) 2018/2019. So what is so special for City achievement being the reason for halland to be awarded Ballon D'or and FIFA The Best??  Irrational!!?","Jan 17, 2024 · 11:25 AM UTC"
